,shRNAname,label,score
Kras_3732_sas,Kras_3732_sas,0,-5.839921813
Kras_3733_sas,Kras_3733_sas,1,-1.398735727
Kras_3734_sas,Kras_3734_sas,0,-9.331264653
Kras_3735_sas,Kras_3735_sas,1,-1.249886799
Kras_3736_sas,Kras_3736_sas,0,-4.417993921
Kras_3737_sas,Kras_3737_sas,0,-6.489250316
Kras_3738_sas,Kras_3738_sas,0,-6.763393645
Kras_3739_sas,Kras_3739_sas,0,-10.87451937
Kras_374_sas,Kras_374_sas,1,0.273842021
Kras_3740_sas,Kras_3740_sas,0,-9.953184754
Kras_3741_sas,Kras_3741_sas,1,-1.6702293
Kras_3742_sas,Kras_3742_sas,1,-1.42164719
Kras_3743_sas,Kras_3743_sas,1,1.00815892
Kras_3744_sas,Kras_3744_sas,0,-4.377760177
Kras_3745_sas,Kras_3745_sas,1,2.777043673
Kras_3746_sas,Kras_3746_sas,0,-3.40525175
Kras_3747_sas,Kras_3747_sas,1,-2.736819444
Kras_3748_sas,Kras_3748_sas,1,-0.369576463
Kras_3749_sas,Kras_3749_sas,1,1.198026999
Kras_375_sas,Kras_375_sas,0,-4.867778012
Kras_3750_sas,Kras_3750_sas,1,-2.104812066
Kras_3751_sas,Kras_3751_sas,0,-7.398916598
Kras_3752_sas,Kras_3752_sas,1,-0.681837049
Kras_3753_sas,Kras_3753_sas,1,-1.128670604
Kras_3754_sas,Kras_3754_sas,1,0.030722808
Kras_3755_sas,Kras_3755_sas,0,-5.634396303
Kras_3756_sas,Kras_3756_sas,1,2.479493989
Kras_3757_sas,Kras_3757_sas,1,-1.017710667
Kras_3758_sas,Kras_3758_sas,1,-2.561649769
Kras_3759_sas,Kras_3759_sas,0,-10.32072073
Kras_376_sas,Kras_376_sas,0,-8.404092459
Kras_3760_sas,Kras_3760_sas,1,0.630790269
Kras_3761_sas,Kras_3761_sas,0,-5.594755414
Kras_3762_sas,Kras_3762_sas,0,-4.391228354
Kras_3763_sas,Kras_3763_sas,0,-8.780584295
Kras_3764_sas,Kras_3764_sas,1,-1.478051785
Kras_3765_sas,Kras_3765_sas,1,-2.348144226
Kras_3766_sas,Kras_3766_sas,1,0.160867422
Kras_3767_sas,Kras_3767_sas,0,-3.83980533
Kras_3768_sas,Kras_3768_sas,1,-2.081893234
Kras_3769_sas,Kras_3769_sas,0,-7.518516052
Kras_377_sas,Kras_377_sas,1,3.142244854
Kras_3770_sas,Kras_3770_sas,1,-0.567579792
Kras_3771_sas,Kras_3771_sas,0,-4.800858354
Kras_3772_sas,Kras_3772_sas,0,-7.089254623
Kras_3773_sas,Kras_3773_sas,1,0.806250585
Kras_3774_sas,Kras_3774_sas,1,1.866230304
Kras_3775_sas,Kras_3775_sas,1,1.891648459
Kras_3776_sas,Kras_3776_sas,1,-2.38485119
Kras_3777_sas,Kras_3777_sas,0,-4.885565291
Kras_3778_sas,Kras_3778_sas,1,-2.381534674
Kras_3779_sas,Kras_3779_sas,1,-0.723511657
Kras_378_sas,Kras_378_sas,0,-9.456608337
Kras_3780_sas,Kras_3780_sas,1,-2.621254044
Kras_3781_sas,Kras_3781_sas,1,1.791710168
Kras_3782_sas,Kras_3782_sas,1,-1.960400713
Kras_3783_sas,Kras_3783_sas,1,4.803924606
Kras_3784_sas,Kras_3784_sas,0,-7.203899425
Kras_3785_sas,Kras_3785_sas,0,-6.522026266
Kras_3786_sas,Kras_3786_sas,1,4.347909764
Kras_3787_sas,Kras_3787_sas,1,-2.877443751
Kras_3788_sas,Kras_3788_sas,1,-0.090723436
Kras_3789_sas,Kras_3789_sas,0,-3.142701109
Kras_379_sas,Kras_379_sas,0,-4.2285376
Kras_3790_sas,Kras_3790_sas,1,2.835935283
Kras_3791_sas,Kras_3791_sas,0,-3.196158711
Kras_3792_sas,Kras_3792_sas,1,-2.564641508
Kras_3793_sas,Kras_3793_sas,1,-2
Kras_3794_sas,Kras_3794_sas,1,-2.160964047
Kras_3795_sas,Kras_3795_sas,1,4.367281184
Kras_3796_sas,Kras_3796_sas,1,1.277908078
Kras_3797_sas,Kras_3797_sas,1,-0.812245432
Kras_3798_sas,Kras_3798_sas,1,-2.729715809
Kras_3799_sas,Kras_3799_sas,1,-2.403677461
Kras_38_sas,Kras_38_sas,1,-2.084962501
Kras_380_sas,Kras_380_sas,0,-7.266512744
Kras_3800_sas,Kras_3800_sas,0,-7.690501055
Kras_3801_sas,Kras_3801_sas,0,-4.952994315
Kras_3802_sas,Kras_3802_sas,0,-8.532802732
Kras_3803_sas,Kras_3803_sas,0,-6.426557292
Kras_3804_sas,Kras_3804_sas,0,-4.42945384
Kras_3805_sas,Kras_3805_sas,1,0.536366445
Kras_3806_sas,Kras_3806_sas,1,1.805233578
Kras_3807_sas,Kras_3807_sas,1,-1.031089556
Kras_3808_sas,Kras_3808_sas,1,2.512029842
Kras_3809_sas,Kras_3809_sas,1,0.177175256
Kras_381_sas,Kras_381_sas,0,-6.650605186
Kras_3810_sas,Kras_3810_sas,1,1.305570872
Kras_3811_sas,Kras_3811_sas,0,-4.620721118
Kras_3812_sas,Kras_3812_sas,1,0.203486598
Kras_3813_sas,Kras_3813_sas,0,-3.076729571
Kras_3814_sas,Kras_3814_sas,0,-10.61319051
Kras_3815_sas,Kras_3815_sas,0,-9.422332963
Kras_3816_sas,Kras_3816_sas,0,-9.539484528
Kras_3817_sas,Kras_3817_sas,0,-8.152262562
Kras_3818_sas,Kras_3818_sas,0,-5.401278377
Kras_3819_sas,Kras_3819_sas,0,-3.367504159
Kras_382_sas,Kras_382_sas,0,-4.11677055
Kras_3820_sas,Kras_3820_sas,0,-9.90832935
Kras_3821_sas,Kras_3821_sas,1,-2.529595803
Kras_3822_sas,Kras_3822_sas,0,-7.107045702
Kras_3823_sas,Kras_3823_sas,0,-7.647413427
Kras_3824_sas,Kras_3824_sas,0,-11.60035054
Kras_3825_sas,Kras_3825_sas,0,-3.223444858
Kras_3826_sas,Kras_3826_sas,0,-10.03350115
Kras_3827_sas,Kras_3827_sas,0,-9.996011378
Kras_3828_sas,Kras_3828_sas,0,-6.091816551
Kras_3829_sas,Kras_3829_sas,0,-4.307085578
Kras_383_sas,Kras_383_sas,0,-7.783562121
Kras_3830_sas,Kras_3830_sas,0,-5.939194722
Kras_3831_sas,Kras_3831_sas,0,-5.090842357
Kras_3832_sas,Kras_3832_sas,0,-5.761439996
Kras_3833_sas,Kras_3833_sas,0,-6.345435505
Kras_3834_sas,Kras_3834_sas,1,2.452282706
Kras_3835_sas,Kras_3835_sas,1,1.188244729
Kras_3836_sas,Kras_3836_sas,0,-5.066558532
Kras_3837_sas,Kras_3837_sas,1,-2.907100134
Kras_3838_sas,Kras_3838_sas,1,0.872341286
Kras_3839_sas,Kras_3839_sas,1,0.866606926
Kras_384_sas,Kras_384_sas,1,1.435897337
Kras_3840_sas,Kras_3840_sas,0,-7.598499688
Kras_3841_sas,Kras_3841_sas,0,-10.42059865
Kras_3842_sas,Kras_3842_sas,0,-4.125796725
Kras_3843_sas,Kras_3843_sas,0,-9.873322763
Kras_3844_sas,Kras_3844_sas,0,-6.396724726
Kras_3845_sas,Kras_3845_sas,1,-1.758179643
Kras_3846_sas,Kras_3846_sas,1,0.475248401
Kras_3847_sas,Kras_3847_sas,0,-3.376576113
Kras_3848_sas,Kras_3848_sas,0,-3.628467517
Kras_3849_sas,Kras_3849_sas,1,2.475404904
Kras_385_sas,Kras_385_sas,0,-4.931551084
Kras_3850_sas,Kras_3850_sas,1,-0.328144825
Kras_3851_sas,Kras_3851_sas,1,-2.335679509
Kras_3852_sas,Kras_3852_sas,1,0.025520438
Kras_3853_sas,Kras_3853_sas,0,-9.948334716
Kras_3854_sas,Kras_3854_sas,0,-9.881035271
Kras_3855_sas,Kras_3855_sas,0,-9.866359473
Kras_3856_sas,Kras_3856_sas,1,2.609110033
Kras_3857_sas,Kras_3857_sas,1,-0.94663879
Kras_3858_sas,Kras_3858_sas,1,1.505111686
Kras_3859_sas,Kras_3859_sas,1,-2.453445298
Kras_386_sas,Kras_386_sas,0,-8.270707144
Kras_3860_sas,Kras_3860_sas,1,1.481947382
Kras_3861_sas,Kras_3861_sas,1,0.476176305
Kras_3862_sas,Kras_3862_sas,0,-5.016859472
Kras_3863_sas,Kras_3863_sas,1,-1.977894903
Kras_3864_sas,Kras_3864_sas,0,-3.155929963
Kras_3865_sas,Kras_3865_sas,0,-5.959530971
Kras_3866_sas,Kras_3866_sas,0,-5.207009135
Kras_3867_sas,Kras_3867_sas,0,-6.79769535
Kras_3868_sas,Kras_3868_sas,0,-7.355645275
Kras_3869_sas,Kras_3869_sas,1,2.641280461
Kras_387_sas,Kras_387_sas,0,-7.857498363
Kras_3870_sas,Kras_3870_sas,1,3.567138072
Kras_3871_sas,Kras_3871_sas,1,0.915025113
Kras_3872_sas,Kras_3872_sas,0,-5.374917013
Kras_3873_sas,Kras_3873_sas,0,-6.994652896
Kras_3874_sas,Kras_3874_sas,1,-1.206484183
Kras_3875_sas,Kras_3875_sas,0,-7.386157287
Kras_3876_sas,Kras_3876_sas,0,-7.393236923
Kras_3877_sas,Kras_3877_sas,0,-8.702840821
Kras_3878_sas,Kras_3878_sas,0,-9.023476726
Kras_3879_sas,Kras_3879_sas,0,-8.786002203
Kras_388_sas,Kras_388_sas,0,-7.774410954
Kras_3880_sas,Kras_3880_sas,1,-1.744482409
Kras_3881_sas,Kras_3881_sas,1,1.140686349
Kras_3882_sas,Kras_3882_sas,1,0.929965319
Kras_3883_sas,Kras_3883_sas,1,-2.378908417
Kras_3884_sas,Kras_3884_sas,0,-8.730211949
Kras_3885_sas,Kras_3885_sas,0,-8.25627765
Kras_3886_sas,Kras_3886_sas,0,-4.143625322
Kras_3887_sas,Kras_3887_sas,1,3.780658432
Kras_3888_sas,Kras_3888_sas,1,1.626058087
Kras_3889_sas,Kras_3889_sas,0,-6.435750601
Kras_389_sas,Kras_389_sas,0,-8.288920922
Kras_3890_sas,Kras_3890_sas,0,-5.825182392
Kras_3891_sas,Kras_3891_sas,1,-0.210320785
Kras_3892_sas,Kras_3892_sas,1,-2.350702372
Kras_3893_sas,Kras_3893_sas,1,-2.781966498
Kras_3894_sas,Kras_3894_sas,1,0.268708526
Kras_3895_sas,Kras_3895_sas,0,-6.318764135
Kras_3896_sas,Kras_3896_sas,1,-2.423347382
Kras_3897_sas,Kras_3897_sas,1,-1.620828072
Kras_3898_sas,Kras_3898_sas,1,-2.009002187
Kras_3899_sas,Kras_3899_sas,1,1.692536145
Kras_39_sas,Kras_39_sas,0,-5.39395128
Kras_390_sas,Kras_390_sas,1,-0.070620813
Kras_3900_sas,Kras_3900_sas,1,1.269250674
Kras_3901_sas,Kras_3901_sas,1,2.301160679
Kras_3902_sas,Kras_3902_sas,1,0.902039046
Kras_3903_sas,Kras_3903_sas,1,1.568913999
Kras_3904_sas,Kras_3904_sas,1,-2.288693814
Kras_3905_sas,Kras_3905_sas,1,-0.923378968
Kras_3906_sas,Kras_3906_sas,0,-8.141655762
Kras_3907_sas,Kras_3907_sas,0,-3.820034172
Kras_3908_sas,Kras_3908_sas,0,-9.883068474
Kras_3909_sas,Kras_3909_sas,0,-9.653681667
Kras_391_sas,Kras_391_sas,0,-6.558560381
Kras_3910_sas,Kras_3910_sas,0,-6.917104244
Kras_3911_sas,Kras_3911_sas,0,-7.15163352
Kras_3912_sas,Kras_3912_sas,1,-2.968258811
Kras_3913_sas,Kras_3913_sas,1,2.532404377
Kras_3914_sas,Kras_3914_sas,1,0.130001147
Kras_3915_sas,Kras_3915_sas,1,0.925395112
Kras_3916_sas,Kras_3916_sas,0,-5.650914681
Kras_3917_sas,Kras_3917_sas,0,-7.675072492
Kras_3918_sas,Kras_3918_sas,0,-5.248012538
Kras_3919_sas,Kras_3919_sas,0,-7.231059399
Kras_392_sas,Kras_392_sas,0,-3.991050547
Kras_3920_sas,Kras_3920_sas,0,-6.876190323
Kras_3921_sas,Kras_3921_sas,0,-6.474274874
Kras_3922_sas,Kras_3922_sas,0,-6.935663868
Kras_3923_sas,Kras_3923_sas,0,-6.586838568
Kras_3924_sas,Kras_3924_sas,0,-4.784453077
Kras_3925_sas,Kras_3925_sas,0,-7.395530557
Kras_3926_sas,Kras_3926_sas,0,-6.320348419
Kras_3927_sas,Kras_3927_sas,0,-7.605221526
Kras_3928_sas,Kras_3928_sas,0,-3.769084145
Kras_3929_sas,Kras_3929_sas,0,-7.902355424
Kras_393_sas,Kras_393_sas,1,-2.146768059
Kras_3930_sas,Kras_3930_sas,0,-6.583709073
Kras_3931_sas,Kras_3931_sas,0,-6.288005937
Kras_3932_sas,Kras_3932_sas,1,0
Kras_3933_sas,Kras_3933_sas,1,0
Kras_3934_sas,Kras_3934_sas,1,0
Kras_3935_sas,Kras_3935_sas,1,0
Kras_3936_sas,Kras_3936_sas,1,0
Kras_3937_sas,Kras_3937_sas,1,0
Kras_3938_sas,Kras_3938_sas,1,0
Kras_3939_sas,Kras_3939_sas,1,0
Kras_394_sas,Kras_394_sas,0,-3.092258763
Kras_3940_sas,Kras_3940_sas,1,0
Kras_3941_sas,Kras_3941_sas,1,0
Kras_3942_sas,Kras_3942_sas,1,0
Kras_3943_sas,Kras_3943_sas,1,0
Kras_3944_sas,Kras_3944_sas,1,0
Kras_3945_sas,Kras_3945_sas,1,0
Kras_3946_sas,Kras_3946_sas,1,0
Kras_3947_sas,Kras_3947_sas,1,0
Kras_3948_sas,Kras_3948_sas,1,-0.79248125
Kras_3949_sas,Kras_3949_sas,0,-6.447219427
Kras_395_sas,Kras_395_sas,0,-5.371093091
Kras_3950_sas,Kras_3950_sas,0,-5.738373102
Kras_3951_sas,Kras_3951_sas,0,-5.259537283
Kras_3952_sas,Kras_3952_sas,1,-2.354172458
Kras_3953_sas,Kras_3953_sas,0,-4.045391437
Kras_3954_sas,Kras_3954_sas,0,-5.627514285
Kras_3955_sas,Kras_3955_sas,0,-7.086682415
Kras_3956_sas,Kras_3956_sas,0,-8.573468271
Kras_3957_sas,Kras_3957_sas,1,-1.79248125
Kras_3958_sas,Kras_3958_sas,1,-0.166753265
Kras_3959_sas,Kras_3959_sas,0,-7.063029558
Kras_396_sas,Kras_396_sas,0,-8.164092018
Kras_3960_sas,Kras_3960_sas,0,-6.592205241
Kras_3961_sas,Kras_3961_sas,0,-3.904120117
Kras_3962_sas,Kras_3962_sas,0,-7.566049016
Kras_3963_sas,Kras_3963_sas,0,-6.583709073
Kras_3964_sas,Kras_3964_sas,1,-2.110371241
Kras_3965_sas,Kras_3965_sas,0,-5.872416919
Kras_3966_sas,Kras_3966_sas,0,-6.082543222
Kras_3967_sas,Kras_3967_sas,0,-4.59863029
Kras_3968_sas,Kras_3968_sas,0,-7.284659519
Kras_3969_sas,Kras_3969_sas,1,1.966894358
Kras_397_sas,Kras_397_sas,0,-5.054921665
Kras_3970_sas,Kras_3970_sas,1,1.050511032
Kras_3971_sas,Kras_3971_sas,1,-0.817426832
Kras_3972_sas,Kras_3972_sas,1,0.364624668
Kras_3973_sas,Kras_3973_sas,1,1.715869722
Kras_3974_sas,Kras_3974_sas,1,2.079126966
Kras_3975_sas,Kras_3975_sas,0,-9.314368717
Kras_3976_sas,Kras_3976_sas,0,-8.599102606
Kras_3977_sas,Kras_3977_sas,0,-4.176258207
Kras_3978_sas,Kras_3978_sas,1,2.341641022
Kras_3979_sas,Kras_3979_sas,1,-2.506206068
Kras_398_sas,Kras_398_sas,0,-6.826618478
Kras_3980_sas,Kras_3980_sas,1,-1.549311374
Kras_3981_sas,Kras_3981_sas,1,-2.47631208
Kras_3982_sas,Kras_3982_sas,1,2.632566132
Kras_3983_sas,Kras_3983_sas,1,1.73596639
Kras_3984_sas,Kras_3984_sas,0,-4.424691163
Kras_3985_sas,Kras_3985_sas,1,1.334872324
Kras_3986_sas,Kras_3986_sas,1,-2.831371357
Kras_3987_sas,Kras_3987_sas,1,-1.273842503
Kras_3988_sas,Kras_3988_sas,1,0.038345767
Kras_3989_sas,Kras_3989_sas,0,-9.425412369
Kras_399_sas,Kras_399_sas,0,-8.86108357
Kras_3990_sas,Kras_3990_sas,1,-1.484481557
Kras_3991_sas,Kras_3991_sas,0,-8.565043934
Kras_3992_sas,Kras_3992_sas,0,-5.981086516
Kras_3993_sas,Kras_3993_sas,0,-5.506012934
Kras_3994_sas,Kras_3994_sas,1,2.04816876
Kras_3995_sas,Kras_3995_sas,1,1.595367744
Kras_3996_sas,Kras_3996_sas,1,1.068960328
Kras_3997_sas,Kras_3997_sas,0,-8.567694326
Kras_3998_sas,Kras_3998_sas,0,-9.511844694
Kras_3999_sas,Kras_3999_sas,0,-9.425175841
Kras_40_sas,Kras_40_sas,0,-6.434411277
Kras_400_sas,Kras_400_sas,0,-5.0169897
Kras_4000_sas,Kras_4000_sas,0,-11.30174085
Kras_4001_sas,Kras_4001_sas,1,-2.221426148
Kras_4002_sas,Kras_4002_sas,1,0.160870302
Kras_4003_sas,Kras_4003_sas,0,-9.080356732
Kras_4004_sas,Kras_4004_sas,0,-5.745853491
Kras_4005_sas,Kras_4005_sas,1,0.747630032
Kras_4006_sas,Kras_4006_sas,0,-9.957827378
Kras_4007_sas,Kras_4007_sas,0,-7.946730761
Kras_4008_sas,Kras_4008_sas,0,-3.035194664
Kras_4009_sas,Kras_4009_sas,0,-5.093796723
Kras_401_sas,Kras_401_sas,0,-8.728890822
Kras_4010_sas,Kras_4010_sas,1,0.508325898
Kras_4011_sas,Kras_4011_sas,1,-2.464843884
Kras_4012_sas,Kras_4012_sas,0,-7.870688138
Kras_4013_sas,Kras_4013_sas,0,-10.85280312
Kras_4014_sas,Kras_4014_sas,0,-6.113638651
Kras_4015_sas,Kras_4015_sas,0,-10.08569103
Kras_4016_sas,Kras_4016_sas,0,-9.865004503
Kras_4017_sas,Kras_4017_sas,1,0.111667041
Kras_4018_sas,Kras_4018_sas,0,-8.337606393
Kras_4019_sas,Kras_4019_sas,0,-5.350948875
Kras_402_sas,Kras_402_sas,0,-5.945891852
Kras_4020_sas,Kras_4020_sas,1,2.935094123
Kras_4021_sas,Kras_4021_sas,1,3.029366194
Kras_4022_sas,Kras_4022_sas,1,0.868307899
Kras_4023_sas,Kras_4023_sas,0,-8.557033824
Kras_4024_sas,Kras_4024_sas,1,3.192073804
Kras_4025_sas,Kras_4025_sas,1,-0.501321222
Kras_4026_sas,Kras_4026_sas,0,-5.7226183
Kras_4027_sas,Kras_4027_sas,1,0.903156282
Kras_4028_sas,Kras_4028_sas,0,-4.227274699
Kras_4029_sas,Kras_4029_sas,0,-4.168385716
Kras_403_sas,Kras_403_sas,0,-6.955789621
Kras_4030_sas,Kras_4030_sas,0,-9.07247348
Kras_4031_sas,Kras_4031_sas,0,-9.569250902
Kras_4032_sas,Kras_4032_sas,0,-7.344125155
Kras_4033_sas,Kras_4033_sas,1,-0.40043644
Kras_4034_sas,Kras_4034_sas,0,-6.142787805
Kras_4035_sas,Kras_4035_sas,0,-6.283700787
Kras_4036_sas,Kras_4036_sas,0,-3.69773745
Kras_4037_sas,Kras_4037_sas,0,-7.307953998
Kras_4038_sas,Kras_4038_sas,0,-4.490472163
Kras_4039_sas,Kras_4039_sas,0,-6.53729473
Kras_404_sas,Kras_404_sas,0,-7.67987478
Kras_4040_sas,Kras_4040_sas,1,-0.652078112
Kras_4041_sas,Kras_4041_sas,1,-1.482251223
Kras_4042_sas,Kras_4042_sas,1,1.142492586
Kras_4043_sas,Kras_4043_sas,0,-3.579149716
Kras_4044_sas,Kras_4044_sas,0,-9.592297254
Kras_4045_sas,Kras_4045_sas,0,-7.27340896
Kras_4046_sas,Kras_4046_sas,1,-2.077357635
Kras_4047_sas,Kras_4047_sas,1,-2.446879775
Kras_4048_sas,Kras_4048_sas,0,-9.611055466
Kras_4049_sas,Kras_4049_sas,0,-10.0501207
Kras_405_sas,Kras_405_sas,1,2.687609871
Kras_4050_sas,Kras_4050_sas,0,-9.15383833
Kras_4051_sas,Kras_4051_sas,1,-1.317425688
Kras_4052_sas,Kras_4052_sas,0,-7.663167926
Kras_4053_sas,Kras_4053_sas,1,1.451340697
Kras_4054_sas,Kras_4054_sas,1,-0.009206262
Kras_4055_sas,Kras_4055_sas,1,-0.417905684
Kras_4056_sas,Kras_4056_sas,1,-0.640660838
Kras_4057_sas,Kras_4057_sas,0,-8.723347815
Kras_4058_sas,Kras_4058_sas,1,-2.092373532
Kras_4059_sas,Kras_4059_sas,1,2.035484265
Kras_406_sas,Kras_406_sas,1,-2.964009293
Kras_4060_sas,Kras_4060_sas,1,-0.100768097
Kras_4061_sas,Kras_4061_sas,1,-0.284153733
Kras_4062_sas,Kras_4062_sas,1,0.851948179
Kras_4063_sas,Kras_4063_sas,1,0.743964273
Kras_4064_sas,Kras_4064_sas,1,1.667997424
Kras_4065_sas,Kras_4065_sas,1,-0.220449687
Kras_4066_sas,Kras_4066_sas,0,-7.801314398
Kras_4067_sas,Kras_4067_sas,1,2.512767252
Kras_4068_sas,Kras_4068_sas,0,-3.469651578
Kras_4069_sas,Kras_4069_sas,0,-9.2920314
Kras_407_sas,Kras_407_sas,0,-6.747802616
Kras_4070_sas,Kras_4070_sas,0,-8.129856163
Kras_4071_sas,Kras_4071_sas,0,-3.749806634
Kras_4072_sas,Kras_4072_sas,0,-7.036892966
Kras_4073_sas,Kras_4073_sas,0,-4.616821504
Kras_4074_sas,Kras_4074_sas,0,-8.614033546
Kras_4075_sas,Kras_4075_sas,0,-7.028398227
Kras_4076_sas,Kras_4076_sas,0,-9.222335588
Kras_4077_sas,Kras_4077_sas,1,-2.83262337
Kras_4078_sas,Kras_4078_sas,0,-5.887803491
Kras_4079_sas,Kras_4079_sas,0,-8.665318412
Kras_408_sas,Kras_408_sas,0,-6.759510948
Kras_4080_sas,Kras_4080_sas,0,-4.623036265
Kras_4081_sas,Kras_4081_sas,0,-7.679411437
Kras_4082_sas,Kras_4082_sas,0,-8.968433971
Kras_4083_sas,Kras_4083_sas,0,-8.444514282
Kras_4084_sas,Kras_4084_sas,0,-7.89659843
Kras_4085_sas,Kras_4085_sas,1,-2.87746645
Kras_4086_sas,Kras_4086_sas,0,-5.836065322
Kras_4087_sas,Kras_4087_sas,1,-0.384721741
Kras_4088_sas,Kras_4088_sas,0,-3.807284143
Kras_4089_sas,Kras_4089_sas,0,-5.804589369
Kras_409_sas,Kras_409_sas,1,-0.402440254
Kras_4090_sas,Kras_4090_sas,1,0.11371873
Kras_4091_sas,Kras_4091_sas,0,-7.896064691
Kras_4092_sas,Kras_4092_sas,1,-2.872067056
Kras_4093_sas,Kras_4093_sas,0,-3.453445298
Kras_4094_sas,Kras_4094_sas,0,-5.484069968
Kras_4095_sas,Kras_4095_sas,0,-3.733617505
Kras_4096_sas,Kras_4096_sas,0,-7.985547219
Kras_4097_sas,Kras_4097_sas,0,-7.621754364
Kras_4098_sas,Kras_4098_sas,1,-2.987002396
Kras_4099_sas,Kras_4099_sas,1,0.119357363
Kras_41_sas,Kras_41_sas,0,-4.882435795
Kras_410_sas,Kras_410_sas,1,-2.883496659
Kras_4100_sas,Kras_4100_sas,0,-8.019566626
Kras_4101_sas,Kras_4101_sas,1,-0.754642995
Kras_4102_sas,Kras_4102_sas,0,-8.285372577
Kras_4103_sas,Kras_4103_sas,1,-1.466738391
Kras_4104_sas,Kras_4104_sas,1,0.761591228
Kras_4105_sas,Kras_4105_sas,1,-0.320386334
Kras_4106_sas,Kras_4106_sas,1,1.837624856
Kras_4107_sas,Kras_4107_sas,1,3.497235628
Kras_4108_sas,Kras_4108_sas,1,1.727062871
Kras_4109_sas,Kras_4109_sas,0,-8.330986446
Kras_411_sas,Kras_411_sas,0,-4.745497047
Kras_4110_sas,Kras_4110_sas,0,-4.910391345
Kras_4111_sas,Kras_4111_sas,0,-6.123963757
Kras_4112_sas,Kras_4112_sas,0,-4.650640496
Kras_4113_sas,Kras_4113_sas,0,-9.929796207
Kras_4114_sas,Kras_4114_sas,0,-5.879177632
Kras_4115_sas,Kras_4115_sas,0,-9.941258092
Kras_4116_sas,Kras_4116_sas,0,-6.38874753
Kras_4117_sas,Kras_4117_sas,1,0.019448927
Kras_4118_sas,Kras_4118_sas,1,2.886807485
Kras_4119_sas,Kras_4119_sas,1,1.100638964
Kras_412_sas,Kras_412_sas,0,-8.228481983
Kras_4120_sas,Kras_4120_sas,0,-4.594451113
Kras_4121_sas,Kras_4121_sas,0,-8.668815306
Kras_4122_sas,Kras_4122_sas,0,-8.543917866
Kras_4123_sas,Kras_4123_sas,0,-4.601208861
Kras_4124_sas,Kras_4124_sas,0,-6.270740263
Kras_4125_sas,Kras_4125_sas,0,-8.804076866
Kras_4126_sas,Kras_4126_sas,0,-9.192724787
Kras_4127_sas,Kras_4127_sas,0,-7.455321365
Kras_4128_sas,Kras_4128_sas,0,-7.159261318
Kras_4129_sas,Kras_4129_sas,1,1.949028487
Kras_413_sas,Kras_413_sas,0,-4.340588908
Kras_4130_sas,Kras_4130_sas,1,0.231799714
Kras_4131_sas,Kras_4131_sas,1,2.566386149
Kras_4132_sas,Kras_4132_sas,0,-5.243601804
Kras_4133_sas,Kras_4133_sas,0,-4.685602672
Kras_4134_sas,Kras_4134_sas,1,-2.956170957
Kras_4135_sas,Kras_4135_sas,1,-2.520018231
Kras_4136_sas,Kras_4136_sas,0,-6.554262228
Kras_4137_sas,Kras_4137_sas,0,-5.632025786
Kras_4138_sas,Kras_4138_sas,0,-7.434025427
Kras_4139_sas,Kras_4139_sas,0,-3.767637688
Kras_414_sas,Kras_414_sas,0,-7.015936738
Kras_4140_sas,Kras_4140_sas,0,-7.665178358
Kras_4141_sas,Kras_4141_sas,0,-7.128362344
Kras_4142_sas,Kras_4142_sas,0,-6.656441478
Kras_4143_sas,Kras_4143_sas,1,1.298976183
Kras_4144_sas,Kras_4144_sas,0,-3.468787225
Kras_4145_sas,Kras_4145_sas,1,1.166015249
Kras_4146_sas,Kras_4146_sas,1,-2.958453653
Kras_4147_sas,Kras_4147_sas,1,-0.131934529
Kras_4148_sas,Kras_4148_sas,0,-7.924812504
Kras_4149_sas,Kras_4149_sas,0,-5.970707235
Kras_415_sas,Kras_415_sas,0,-3.923017695
Kras_4150_sas,Kras_4150_sas,0,-7.273688282
Kras_4151_sas,Kras_4151_sas,0,-6.825862217
Kras_4152_sas,Kras_4152_sas,0,-6.56222223
Kras_4153_sas,Kras_4153_sas,1,0.604243387
Kras_4154_sas,Kras_4154_sas,0,-5.140575315
Kras_4155_sas,Kras_4155_sas,0,-3.505051885
Kras_4156_sas,Kras_4156_sas,0,-7.713983757
Kras_4157_sas,Kras_4157_sas,0,-8.382772553
Kras_4158_sas,Kras_4158_sas,0,-6.715226276
Kras_4159_sas,Kras_4159_sas,0,-7.541531872
Kras_416_sas,Kras_416_sas,1,-0.46670596
Kras_4160_sas,Kras_4160_sas,0,-6.905637168
Kras_4161_sas,Kras_4161_sas,0,-7.647346269
Kras_4162_sas,Kras_4162_sas,0,-4.638527438
Kras_4163_sas,Kras_4163_sas,0,-8.426167216
Kras_4164_sas,Kras_4164_sas,0,-8.032960478
Kras_4165_sas,Kras_4165_sas,0,-7.970810396
Kras_4166_sas,Kras_4166_sas,0,-5.845435505
Kras_4167_sas,Kras_4167_sas,1,-2.438465202
Kras_4168_sas,Kras_4168_sas,0,-6.845490051
Kras_4169_sas,Kras_4169_sas,0,-4.53744536
Kras_417_sas,Kras_417_sas,1,-0.512087594
Kras_4170_sas,Kras_4170_sas,0,-7.290570862
Kras_4171_sas,Kras_4171_sas,0,-7.638243971
Kras_4172_sas,Kras_4172_sas,0,-8.489846565
Kras_4173_sas,Kras_4173_sas,1,0.757381096
Kras_4174_sas,Kras_4174_sas,1,-0.449328872
