"shRNAname","x"
"Myc_1044_sas",0
"Myc_1045_sas",0
"Myc_1046_sas",0
"Myc_1047_sas",0
"Myc_1048_sas",1
"Myc_1049_sas",0
"Myc_105_sas",0
"Myc_1050_sas",1
"Myc_1051_sas",0
"Myc_1052_sas",0
"Myc_1053_sas",0
"Myc_1054_sas",0
"Myc_1055_sas",0
"Myc_1056_sas",0
"Myc_1057_sas",0
"Myc_1058_sas",0
"Myc_1059_sas",0
"Myc_106_sas",0
"Myc_1060_sas",0
"Myc_1061_sas",0
"Myc_1062_sas",0
"Myc_1063_sas",0
"Myc_1064_sas",0
"Myc_1065_sas",0
"Myc_1066_sas",0
"Myc_1067_sas",0
"Myc_1068_sas",0
"Myc_1069_sas",0
"Myc_107_sas",0
"Myc_1070_sas",0
"Myc_1071_sas",0
"Myc_1072_sas",0
"Myc_1073_sas",0
"Myc_1074_sas",0
"Myc_1075_sas",0
"Myc_1076_sas",0
"Myc_1077_sas",0
"Myc_1078_sas",0
"Myc_1079_sas",0
"Myc_108_sas",0
"Myc_1080_sas",0
"Myc_1081_sas",0
"Myc_1082_sas",0
"Myc_1083_sas",0
"Myc_1084_sas",0
"Myc_1085_sas",0
"Myc_1086_sas",0
"Myc_1087_sas",0
"Myc_1088_sas",0
"Myc_1089_sas",0
"Myc_109_sas",0
"Myc_1090_sas",0
"Myc_1091_sas",0
"Myc_1092_sas",0
"Myc_1093_sas",0
"Myc_1094_sas",0
"Myc_1095_sas",0
"Myc_1096_sas",0
"Myc_1097_sas",0
"Myc_1098_sas",0
"Myc_1099_sas",0
"Myc_110_sas",0
"Myc_1100_sas",0
"Myc_1101_sas",0
"Myc_1102_sas",0
"Myc_1103_sas",0
"Myc_1104_sas",0
"Myc_1105_sas",0
"Myc_1106_sas",0
"Myc_1107_sas",0
"Myc_1108_sas",0
"Myc_1109_sas",0
"Myc_111_sas",0
"Myc_1110_sas",1
"Myc_1111_sas",0
"Myc_1112_sas",0
"Myc_1113_sas",0
"Myc_1114_sas",1
"Myc_1115_sas",0
"Myc_1116_sas",0
"Myc_1117_sas",1
"Myc_1118_sas",0
"Myc_1119_sas",0
"Myc_112_sas",0
"Myc_1120_sas",0
"Myc_1121_sas",0
"Myc_1122_sas",0
"Myc_1123_sas",0
"Myc_1124_sas",0
"Myc_1125_sas",0
"Myc_1126_sas",0
"Myc_1127_sas",0
"Myc_1128_sas",0
"Myc_1129_sas",1
"Myc_113_sas",0
"Myc_1130_sas",0
"Myc_1131_sas",1
"Myc_1132_sas",0
"Myc_1133_sas",0
"Myc_1134_sas",0
"Myc_1135_sas",0
"Myc_1136_sas",0
"Myc_1137_sas",0
"Myc_1138_sas",0
"Myc_1139_sas",0
"Myc_114_sas",0
"Myc_1140_sas",0
"Myc_1141_sas",0
"Myc_1142_sas",1
"Myc_1143_sas",0
"Myc_1144_sas",0
"Myc_1145_sas",0
"Myc_1146_sas",0
"Myc_1147_sas",0
"Myc_1148_sas",0
"Myc_1149_sas",0
"Myc_115_sas",0
"Myc_1150_sas",0
"Myc_1151_sas",0
"Myc_1152_sas",0
"Myc_1153_sas",0
"Myc_1154_sas",0
"Myc_1155_sas",0
"Myc_1156_sas",0
"Myc_1157_sas",0
"Myc_1158_sas",0
"Myc_1159_sas",0
"Myc_116_sas",0
"Myc_1160_sas",0
"Myc_1161_sas",0
"Myc_1162_sas",0
"Myc_1163_sas",0
"Myc_1164_sas",0
"Myc_1165_sas",0
"Myc_1166_sas",0
"Myc_1167_sas",0
"Myc_1168_sas",0
"Myc_1169_sas",0
"Myc_117_sas",1
"Myc_1170_sas",0
"Myc_1171_sas",0
"Myc_1172_sas",0
"Myc_1173_sas",0
"Myc_1174_sas",0
"Myc_1175_sas",0
"Myc_1176_sas",0
"Myc_1177_sas",0
"Myc_1178_sas",0
"Myc_1179_sas",0
"Myc_118_sas",0
"Myc_1180_sas",0
"Myc_1182_sas",0
"Myc_1183_sas",0
"Myc_1184_sas",0
"Myc_1185_sas",0
"Myc_1186_sas",0
"Myc_1187_sas",0
"Myc_1188_sas",0
"Myc_1189_sas",0
"Myc_119_sas",1
"Myc_1190_sas",0
"Myc_1191_sas",0
"Myc_1192_sas",0
"Myc_1193_sas",0
"Myc_1195_sas",0
"Myc_1196_sas",0
"Myc_1197_sas",0
"Myc_1198_sas",1
"Myc_1199_sas",0
"Myc_120_sas",0
"Myc_1200_sas",0
"Myc_1201_sas",0
"Myc_1202_sas",0
"Myc_1203_sas",0
"Myc_1204_sas",1
"Myc_1205_sas",0
"Myc_1206_sas",1
"Myc_1207_sas",1
"Myc_1208_sas",0
"Myc_1209_sas",0
"Myc_121_sas",0
"Myc_1210_sas",0
"Myc_1211_sas",0
"Myc_1212_sas",0
"Myc_1213_sas",0
"Myc_1214_sas",0
"Myc_1215_sas",1
"Myc_1216_sas",0
"Myc_1217_sas",0
"Myc_1218_sas",1
"Myc_1219_sas",1
"Myc_122_sas",0
"Myc_1220_sas",0
"Myc_1221_sas",0
"Myc_1222_sas",0
"Myc_1223_sas",1
"Myc_1224_sas",1
"Myc_1225_sas",1
"Myc_1226_sas",0
"Myc_1227_sas",0
"Myc_1228_sas",0
"Myc_1229_sas",0
"Myc_123_sas",0
"Myc_1230_sas",0
"Myc_1231_sas",1
"Myc_1232_sas",0
"Myc_1233_sas",0
"Myc_1234_sas",0
"Myc_1235_sas",0
"Myc_1236_sas",0
"Myc_1237_sas",1
"Myc_1238_sas",1
"Myc_1239_sas",1
"Myc_124_sas",0
"Myc_1240_sas",1
"Myc_1241_sas",0
"Myc_1242_sas",0
"Myc_1243_sas",1
"Myc_1244_sas",1
"Myc_1245_sas",0
"Myc_1246_sas",0
"Myc_1247_sas",0
"Myc_1248_sas",1
"Myc_1249_sas",0
"Myc_125_sas",0
"Myc_1250_sas",0
"Myc_1251_sas",0
"Myc_1252_sas",0
"Myc_1253_sas",0
"Myc_1254_sas",0
"Myc_1255_sas",0
"Myc_1256_sas",0
"Myc_1257_sas",1
"Myc_1258_sas",0
"Myc_1259_sas",1
"Myc_126_sas",0
"Myc_1260_sas",1
"Myc_1261_sas",0
"Myc_1262_sas",0
"Myc_1263_sas",0
"Myc_1264_sas",0
"Myc_1265_sas",0
"Myc_1266_sas",1
"Myc_1267_sas",1
"Myc_1268_sas",0
"Myc_1269_sas",0
"Myc_127_sas",0
"Myc_1270_sas",1
"Myc_1271_sas",0
"Myc_1272_sas",0
"Myc_1273_sas",0
"Myc_1274_sas",0
"Myc_1275_sas",0
"Myc_1276_sas",0
"Myc_1277_sas",0
"Myc_1278_sas",0
"Myc_1279_sas",0
"Myc_128_sas",0
"Myc_1280_sas",0
"Myc_1281_sas",0
"Myc_1282_sas",0
"Myc_1283_sas",0
"Myc_1284_sas",0
"Myc_1285_sas",0
"Myc_1286_sas",0
"Myc_1287_sas",0
"Myc_1288_sas",0
"Myc_1289_sas",0
"Myc_129_sas",0
"Myc_1290_sas",0
"Myc_1291_sas",0
"Myc_1292_sas",0
"Myc_1293_sas",0
"Myc_1294_sas",0
"Myc_1295_sas",0
"Myc_1296_sas",0
"Myc_1297_sas",0
"Myc_1298_sas",0
"Myc_1299_sas",0
"Myc_130_sas",1
"Myc_1300_sas",0
"Myc_1301_sas",0
"Myc_1302_sas",0
"Myc_1303_sas",0
"Myc_1304_sas",0
"Myc_1305_sas",0
"Myc_1306_sas",0
"Myc_1307_sas",0
"Myc_1308_sas",0
"Myc_1309_sas",0
"Myc_131_sas",1
"Myc_1310_sas",0
"Myc_1311_sas",0
"Myc_1312_sas",0
"Myc_1313_sas",0
"Myc_1314_sas",0
"Myc_1315_sas",0
"Myc_1316_sas",0
"Myc_1317_sas",0
"Myc_1318_sas",0
"Myc_1319_sas",0
"Myc_132_sas",0
"Myc_1320_sas",0
"Myc_1321_sas",0
"Myc_1322_sas",0
"Myc_1323_sas",0
"Myc_1324_sas",0
"Myc_1325_sas",0
"Myc_1326_sas",0
"Myc_1327_sas",0
"Myc_1328_sas",0
"Myc_1329_sas",0
"Myc_133_sas",0
"Myc_1330_sas",1
"Myc_1331_sas",0
"Myc_1332_sas",0
"Myc_1333_sas",0
"Myc_1334_sas",0
"Myc_1335_sas",0
"Myc_1336_sas",1
"Myc_1337_sas",1
"Myc_1338_sas",1
"Myc_1339_sas",0
"Myc_134_sas",0
"Myc_1340_sas",0
"Myc_1341_sas",0
"Myc_1342_sas",0
"Myc_1343_sas",0
"Myc_1344_sas",0
"Myc_1345_sas",0
"Myc_1346_sas",0
"Myc_1347_sas",0
"Myc_1348_sas",0
"Myc_1349_sas",0
"Myc_135_sas",0
"Myc_1350_sas",0
"Myc_1351_sas",0
"Myc_1352_sas",0
"Myc_1353_sas",0
"Myc_1354_sas",0
"Myc_1355_sas",0
"Myc_1356_sas",0
"Myc_1357_sas",0
"Myc_1358_sas",0
"Myc_1359_sas",0
"Myc_136_sas",0
"Myc_1360_sas",0
"Myc_1361_sas",0
"Myc_1362_sas",1
"Myc_1363_sas",1
"Myc_1364_sas",1
"Myc_1365_sas",0
"Myc_1366_sas",0
"Myc_1367_sas",1
"Myc_1368_sas",0
"Myc_1369_sas",1
"Myc_137_sas",0
"Myc_1370_sas",0
"Myc_1371_sas",1
"Myc_1372_sas",0
"Myc_1373_sas",0
"Myc_1374_sas",0
"Myc_1375_sas",1
"Myc_1376_sas",0
"Myc_1377_sas",0
"Myc_1378_sas",1
"Myc_1379_sas",0
"Myc_138_sas",0
"Myc_1380_sas",0
"Myc_1381_sas",0
"Myc_1382_sas",1
"Myc_1383_sas",1
"Myc_1384_sas",1
"Myc_1385_sas",1
"Myc_1386_sas",1
"Myc_1387_sas",1
"Myc_1388_sas",1
"Myc_1389_sas",1
"Myc_139_sas",0
"Myc_1390_sas",0
"Myc_1391_sas",1
"Myc_1392_sas",1
"Myc_1393_sas",1
"Myc_1394_sas",1
"Myc_1395_sas",0
"Myc_1396_sas",1
"Myc_1397_sas",1
"Myc_1398_sas",0
"Myc_1399_sas",1
"Myc_140_sas",0
"Myc_1400_sas",1
"Myc_1401_sas",1
"Myc_1402_sas",1
"Myc_1403_sas",0
"Myc_1404_sas",0
"Myc_1405_sas",1
"Myc_1406_sas",1
"Myc_1407_sas",0
"Myc_1408_sas",0
"Myc_1409_sas",1
"Myc_141_sas",0
"Myc_1411_sas",1
"Myc_1412_sas",0
"Myc_1413_sas",0
"Myc_1414_sas",1
"Myc_1415_sas",0
"Myc_1416_sas",0
"Myc_1417_sas",0
"Myc_1418_sas",0
"Myc_1419_sas",1
"Myc_142_sas",0
"Myc_1420_sas",0
"Myc_1421_sas",0
"Myc_1422_sas",0
"Myc_1423_sas",0
"Myc_1424_sas",0
"Myc_1425_sas",0
"Myc_1426_sas",0
"Myc_1427_sas",0
"Myc_1428_sas",0
"Myc_1429_sas",0
"Myc_143_sas",0
"Myc_1430_sas",0
"Myc_1431_sas",0
"Myc_1432_sas",0
"Myc_1433_sas",0
"Myc_1434_sas",0
"Myc_1435_sas",0
"Myc_1436_sas",0
"Myc_1437_sas",0
"Myc_1438_sas",0
"Myc_1439_sas",0
"Myc_144_sas",0
"Myc_1440_sas",0
"Myc_1441_sas",0
"Myc_1442_sas",0
"Myc_1443_sas",0
"Myc_1444_sas",0
"Myc_1445_sas",0
"Myc_1446_sas",0
"Myc_1447_sas",0
"Myc_1448_sas",0
"Myc_1449_sas",0
"Myc_145_sas",0
"Myc_1450_sas",0
"Myc_1451_sas",0
"Myc_1452_sas",0
"Myc_1453_sas",0
"Myc_1454_sas",0
"Myc_1455_sas",0
"Myc_1456_sas",0
"Myc_1457_sas",0
"Myc_1458_sas",0
"Myc_1459_sas",0
"Myc_146_sas",0
"Myc_1460_sas",0
"Myc_1461_sas",0
"Myc_1462_sas",0
"Myc_1463_sas",0
"Myc_1464_sas",0
"Myc_1465_sas",0
"Myc_1466_sas",0
"Myc_1467_sas",0
"Myc_1468_sas",0
"Myc_1469_sas",0
"Myc_147_sas",0
"Myc_1470_sas",0
"Myc_1471_sas",0
"Myc_1472_sas",0
"Myc_1473_sas",0
"Myc_1474_sas",0
"Myc_1475_sas",0
"Myc_1476_sas",0
"Myc_1477_sas",0
"Myc_1478_sas",0
"Myc_1479_sas",0
"Myc_148_sas",0
"Myc_1480_sas",1
"Myc_1481_sas",0
"Myc_1482_sas",0
"Myc_1483_sas",1
"Myc_1484_sas",0
"Myc_1485_sas",0
"Myc_1486_sas",0
"Myc_1487_sas",0
"Myc_1488_sas",0
"Myc_1489_sas",0
"Myc_149_sas",0
"Myc_1490_sas",0
"Myc_1491_sas",0
"Myc_1492_sas",0
"Myc_1493_sas",0
"Myc_1494_sas",0
"Myc_1495_sas",0
"Myc_1496_sas",0
"Myc_1497_sas",0
"Myc_1498_sas",1
"Myc_1499_sas",0
"Myc_15_sas",0
"Myc_150_sas",0
"Myc_1500_sas",0
"Myc_1501_sas",0
"Myc_1502_sas",0
"Myc_1503_sas",0
"Myc_1504_sas",0
"Myc_1505_sas",0
"Myc_1506_sas",0
"Myc_1507_sas",0
"Myc_1508_sas",0
"Myc_1509_sas",0
"Myc_151_sas",0
"Myc_1510_sas",0
"Myc_1511_sas",1
"Myc_1512_sas",0
"Myc_1513_sas",1
"Myc_1514_sas",0
"Myc_1515_sas",1
"Myc_1516_sas",0
"Myc_1517_sas",0
"Myc_1518_sas",0
"Myc_1519_sas",1
"Myc_152_sas",0
"Myc_1520_sas",1
"Myc_1521_sas",0
"Myc_1522_sas",0
"Myc_1523_sas",1
"Myc_1524_sas",0
"Myc_1525_sas",0
"Myc_1526_sas",0
"Myc_1527_sas",1
"Myc_1528_sas",1
"Myc_1529_sas",0
"Myc_153_sas",0
"Myc_1530_sas",1
"Myc_1531_sas",1
"Myc_1532_sas",1
"Myc_1533_sas",0
"Myc_1534_sas",0
"Myc_1535_sas",0
"Myc_1536_sas",0
"Myc_1537_sas",0
"Myc_1538_sas",1
"Myc_1539_sas",1
"Myc_154_sas",0
"Myc_1540_sas",0
"Myc_1541_sas",0
"Myc_1542_sas",0
"Myc_1543_sas",0
"Myc_1544_sas",0
"Myc_1545_sas",0
"Myc_1546_sas",0
"Myc_1547_sas",0
"Myc_1548_sas",0
"Myc_1549_sas",0
"Myc_155_sas",0
"Myc_1550_sas",0
"Myc_1551_sas",0
"Myc_1552_sas",0
"Myc_1553_sas",0
"Myc_1554_sas",0
"Myc_1555_sas",0
"Myc_1556_sas",0
"Myc_1557_sas",0
"Myc_1558_sas",0
"Myc_1559_sas",0
"Myc_156_sas",0
"Myc_1560_sas",0
"Myc_1561_sas",1
"Myc_1562_sas",0
"Myc_1563_sas",1
"Myc_1564_sas",0
"Myc_1565_sas",1
"Myc_1566_sas",0
"Myc_1567_sas",0
"Myc_1568_sas",0
"Myc_1569_sas",0
"Myc_157_sas",0
"Myc_1570_sas",0
"Myc_1571_sas",1
"Myc_1572_sas",0
"Myc_1573_sas",1
"Myc_1574_sas",0
"Myc_1575_sas",0
"Myc_1576_sas",0
"Myc_1577_sas",0
"Myc_1578_sas",0
"Myc_1579_sas",0
"Myc_158_sas",1
"Myc_1580_sas",0
"Myc_1581_sas",0
"Myc_1582_sas",0
"Myc_1583_sas",0
"Myc_1584_sas",0
"Myc_1585_sas",0
"Myc_1586_sas",0
"Myc_1587_sas",0
"Myc_1588_sas",0
"Myc_1589_sas",0
"Myc_159_sas",0
"Myc_1590_sas",0
"Myc_1591_sas",0
"Myc_1592_sas",0
"Myc_1593_sas",0
"Myc_1594_sas",0
"Myc_1595_sas",0
"Myc_1596_sas",0
"Myc_1597_sas",0
"Myc_1598_sas",0
"Myc_1599_sas",0
"Myc_16_sas",0
"Myc_160_sas",0
"Myc_1600_sas",0
"Myc_1601_sas",0
"Myc_1602_sas",0
"Myc_1603_sas",0
"Myc_1604_sas",0
"Myc_1605_sas",0
"Myc_1606_sas",0
"Myc_1607_sas",0
"Myc_1608_sas",0
"Myc_1609_sas",1
"Myc_161_sas",1
"Myc_1610_sas",0
"Myc_1611_sas",0
"Myc_1612_sas",1
"Myc_1613_sas",1
"Myc_1614_sas",1
"Myc_1615_sas",1
"Myc_1616_sas",1
"Myc_1617_sas",0
"Myc_1618_sas",1
"Myc_1619_sas",0
"Myc_162_sas",1
"Myc_1620_sas",1
"Myc_1621_sas",0
"Myc_1622_sas",0
"Myc_1623_sas",0
"Myc_1624_sas",0
"Myc_1625_sas",0
"Myc_1626_sas",1
"Myc_1627_sas",0
"Myc_1628_sas",0
"Myc_1629_sas",0
"Myc_163_sas",1
"Myc_1630_sas",0
"Myc_1631_sas",0
"Myc_1632_sas",0
"Myc_1633_sas",0
"Myc_1634_sas",0
"Myc_1635_sas",0
"Myc_1636_sas",0
"Myc_1637_sas",0
"Myc_1638_sas",0
"Myc_1639_sas",0
"Myc_164_sas",1
"Myc_1640_sas",0
"Myc_1641_sas",1
"Myc_1642_sas",0
"Myc_1643_sas",0
"Myc_1644_sas",0
"Myc_1645_sas",0
"Myc_1646_sas",0
"Myc_1647_sas",0
"Myc_1648_sas",1
"Myc_1649_sas",0
"Myc_165_sas",1
"Myc_1650_sas",0
"Myc_1651_sas",0
"Myc_1652_sas",0
"Myc_1653_sas",0
"Myc_1654_sas",0
"Myc_1655_sas",0
"Myc_1656_sas",0
"Myc_1657_sas",1
"Myc_1658_sas",0
"Myc_1659_sas",0
"Myc_166_sas",1
"Myc_1660_sas",0
"Myc_1661_sas",0
"Myc_1662_sas",0
"Myc_1663_sas",1
"Myc_1664_sas",0
"Myc_1665_sas",0
"Myc_1666_sas",1
"Myc_1667_sas",0
"Myc_1668_sas",1
"Myc_1669_sas",1
"Myc_167_sas",1
"Myc_1670_sas",0
"Myc_1671_sas",0
"Myc_1672_sas",0
"Myc_1673_sas",0
"Myc_1674_sas",0
"Myc_1675_sas",0
"Myc_1676_sas",0
"Myc_1677_sas",0
"Myc_1678_sas",0
"Myc_1679_sas",0
"Myc_168_sas",0
"Myc_1680_sas",0
"Myc_1681_sas",0
"Myc_1682_sas",0
"Myc_1683_sas",1
"Myc_1684_sas",0
"Myc_1685_sas",0
"Myc_1686_sas",0
"Myc_1687_sas",0
"Myc_1688_sas",0
"Myc_1689_sas",1
"Myc_169_sas",0
"Myc_1690_sas",0
"Myc_1691_sas",0
"Myc_1692_sas",0
"Myc_1693_sas",0
"Myc_1694_sas",1
"Myc_1695_sas",0
"Myc_1696_sas",0
"Myc_1697_sas",0
"Myc_1698_sas",1
"Myc_1699_sas",1
"Myc_17_sas",0
"Myc_170_sas",1
"Myc_1700_sas",0
"Myc_1701_sas",1
"Myc_1702_sas",0
"Myc_1703_sas",0
"Myc_1704_sas",0
"Myc_1705_sas",1
"Myc_1706_sas",0
"Myc_1707_sas",0
"Myc_1708_sas",1
"Myc_1709_sas",0
"Myc_171_sas",0
"Myc_1710_sas",0
"Myc_1711_sas",0
"Myc_1712_sas",1
"Myc_1713_sas",0
"Myc_1714_sas",0
"Myc_1715_sas",0
"Myc_1716_sas",0
"Myc_1717_sas",1
"Myc_1718_sas",0
"Myc_1719_sas",0
"Myc_172_sas",1
"Myc_1720_sas",0
"Myc_1721_sas",0
"Myc_1722_sas",0
"Myc_1723_sas",0
"Myc_1724_sas",0
"Myc_1725_sas",0
"Myc_1726_sas",0
"Myc_1727_sas",0
"Myc_1728_sas",0
"Myc_1729_sas",1
"Myc_173_sas",1
"Myc_1730_sas",0
"Myc_1731_sas",0
"Myc_1732_sas",0
"Myc_1733_sas",0
"Myc_1734_sas",0
"Myc_1735_sas",0
"Myc_1736_sas",0
"Myc_1737_sas",0
"Myc_1738_sas",0
"Myc_1739_sas",0
"Myc_174_sas",1
"Myc_1740_sas",0
"Myc_1741_sas",0
"Myc_1742_sas",1
"Myc_1743_sas",0
"Myc_1744_sas",0
"Myc_1745_sas",0
"Myc_1746_sas",0
"Myc_1747_sas",0
"Myc_1748_sas",0
"Myc_1749_sas",0
"Myc_175_sas",0
"Myc_1750_sas",0
"Myc_1751_sas",0
"Myc_1752_sas",1
"Myc_1753_sas",1
"Myc_1754_sas",1
"Myc_1755_sas",1
"Myc_1756_sas",0
"Myc_1757_sas",1
"Myc_1758_sas",0
"Myc_1759_sas",1
"Myc_176_sas",0
"Myc_1760_sas",1
"Myc_1761_sas",0
"Myc_1762_sas",1
"Myc_1763_sas",1
"Myc_1764_sas",0
"Myc_1765_sas",1
"Myc_1766_sas",0
"Myc_1767_sas",0
"Myc_1768_sas",1
"Myc_1769_sas",1
"Myc_177_sas",0
"Myc_1770_sas",1
"Myc_1771_sas",1
"Myc_1772_sas",0
"Myc_1773_sas",0
"Myc_1774_sas",0
"Myc_1776_sas",0
"Myc_1777_sas",0
"Myc_1778_sas",0
"Myc_1779_sas",0
"Myc_178_sas",0
"Myc_1780_sas",0
"Myc_1781_sas",0
"Myc_1782_sas",0
"Myc_1783_sas",0
"Myc_1784_sas",0
"Myc_1785_sas",0
"Myc_1786_sas",0
"Myc_1787_sas",0
"Myc_1788_sas",0
"Myc_1789_sas",0
"Myc_179_sas",0
"Myc_1790_sas",0
"Myc_1791_sas",0
"Myc_1792_sas",0
"Myc_1793_sas",0
"Myc_1794_sas",0
"Myc_1795_sas",1
"Myc_1796_sas",1
"Myc_1797_sas",1
"Myc_1798_sas",1
"Myc_1799_sas",0
"Myc_18_sas",0
"Myc_180_sas",0
"Myc_1800_sas",0
"Myc_1801_sas",0
"Myc_1802_sas",0
"Myc_1803_sas",1
"Myc_1804_sas",0
"Myc_1805_sas",0
"Myc_1806_sas",0
"Myc_1807_sas",0
"Myc_1808_sas",0
"Myc_1809_sas",0
"Myc_181_sas",0
"Myc_1810_sas",0
"Myc_1811_sas",0
"Myc_1812_sas",0
"Myc_1813_sas",0
"Myc_1814_sas",0
"Myc_1815_sas",0
"Myc_1816_sas",0
"Myc_1817_sas",0
"Myc_1818_sas",0
"Myc_1819_sas",0
"Myc_182_sas",0
"Myc_1820_sas",0
"Myc_1821_sas",1
"Myc_1822_sas",0
"Myc_1823_sas",1
"Myc_1824_sas",0
"Myc_1825_sas",1
"Myc_1826_sas",1
"Myc_1827_sas",0
"Myc_1828_sas",0
"Myc_1829_sas",1
"Myc_183_sas",1
"Myc_1830_sas",0
"Myc_1831_sas",1
"Myc_1832_sas",0
"Myc_1833_sas",0
"Myc_1834_sas",1
"Myc_1835_sas",0
"Myc_1836_sas",0
"Myc_1837_sas",0
"Myc_1838_sas",0
"Myc_1839_sas",0
"Myc_184_sas",1
"Myc_1840_sas",1
"Myc_1841_sas",0
"Myc_1842_sas",0
"Myc_1843_sas",0
"Myc_1844_sas",0
"Myc_1845_sas",0
"Myc_1846_sas",0
"Myc_1847_sas",0
"Myc_1848_sas",0
"Myc_1849_sas",0
"Myc_185_sas",1
"Myc_1850_sas",0
"Myc_1851_sas",1
"Myc_1852_sas",1
"Myc_1853_sas",1
"Myc_1854_sas",1
"Myc_1855_sas",0
"Myc_1856_sas",1
"Myc_1857_sas",0
"Myc_1858_sas",1
"Myc_1859_sas",0
"Myc_186_sas",0
"Myc_1860_sas",0
"Myc_1861_sas",0
"Myc_1862_sas",1
"Myc_1863_sas",0
"Myc_1864_sas",0
"Myc_1865_sas",0
"Myc_1866_sas",1
"Myc_1867_sas",0
"Myc_1868_sas",0
"Myc_1869_sas",0
"Myc_187_sas",0
"Myc_1870_sas",1
"Myc_1871_sas",0
"Myc_1872_sas",0
"Myc_1873_sas",0
"Myc_1874_sas",1
"Myc_1875_sas",1
"Myc_1876_sas",0
"Myc_1877_sas",0
"Myc_1878_sas",0
"Myc_1879_sas",1
"Myc_188_sas",0
"Myc_1880_sas",0
"Myc_1881_sas",0
"Myc_1882_sas",1
"Myc_1884_sas",1
"Myc_1885_sas",1
"Myc_1886_sas",1
"Myc_1887_sas",1
"Myc_1888_sas",1
"Myc_1889_sas",1
"Myc_189_sas",0
"Myc_1890_sas",1
"Myc_1891_sas",1
"Myc_1892_sas",1
"Myc_1893_sas",1
"Myc_1894_sas",1
"Myc_1895_sas",1
"Myc_1896_sas",1
"Myc_1897_sas",0
"Myc_1898_sas",0
"Myc_1899_sas",0
"Myc_19_sas",0
"Myc_190_sas",0
"Myc_1900_sas",1
"Myc_1901_sas",1
"Myc_1902_sas",0
"Myc_1903_sas",0
"Myc_1904_sas",0
"Myc_1905_sas",0
"Myc_1906_sas",0
"Myc_1907_sas",0
"Myc_1908_sas",0
"Myc_1909_sas",0
"Myc_191_sas",0
"Myc_1910_sas",1
"Myc_1911_sas",1
"Myc_1912_sas",1
"Myc_1913_sas",0
"Myc_1914_sas",0
"Myc_1915_sas",0
"Myc_1916_sas",0
"Myc_1917_sas",0
"Myc_1918_sas",0
"Myc_1919_sas",0
"Myc_192_sas",0
"Myc_1920_sas",0
"Myc_1921_sas",0
"Myc_1922_sas",0
"Myc_1923_sas",0
"Myc_1924_sas",0
"Myc_1925_sas",1
"Myc_1926_sas",1
"Myc_1927_sas",1
"Myc_1928_sas",0
"Myc_1929_sas",0
"Myc_193_sas",1
"Myc_1930_sas",0
"Myc_1931_sas",0
"Myc_1932_sas",0
"Myc_1933_sas",1
"Myc_1934_sas",1
"Myc_1935_sas",1
"Myc_1936_sas",1
"Myc_1937_sas",0
"Myc_1938_sas",0
"Myc_1939_sas",0
"Myc_194_sas",1
"Myc_1940_sas",0
"Myc_1943_sas",1
"Myc_1946_sas",1
"Myc_1948_sas",1
"Myc_195_sas",0
"Myc_1952_sas",0
"Myc_1954_sas",1
"Myc_1958_sas",1
"Myc_1959_sas",1
"Myc_196_sas",0
"Myc_1961_sas",0
"Myc_1962_sas",1
"Myc_1963_sas",0
"Myc_1964_sas",1
"Myc_1965_sas",1
"Myc_1966_sas",0
"Myc_1967_sas",1
"Myc_1968_sas",0
"Myc_1969_sas",0
"Myc_197_sas",0
"Myc_1970_sas",1
"Myc_1971_sas",0
"Myc_1972_sas",0
"Myc_1973_sas",0
"Myc_1974_sas",1
"Myc_1975_sas",0
"Myc_1976_sas",0
"Myc_1977_sas",0
"Myc_1978_sas",0
"Myc_1979_sas",1
"Myc_198_sas",0
"Myc_1980_sas",1
"Myc_1981_sas",0
"Myc_1982_sas",0
"Myc_1983_sas",0
"Myc_1984_sas",1
"Myc_1985_sas",1
"Myc_1986_sas",0
"Myc_1987_sas",0
"Myc_1988_sas",1
"Myc_1989_sas",0
"Myc_199_sas",0
"Myc_1990_sas",0
"Myc_1991_sas",1
"Myc_1992_sas",0
"Myc_1993_sas",0
"Myc_1994_sas",0
"Myc_1995_sas",0
"Myc_1996_sas",1
"Myc_1997_sas",1
"Myc_1998_sas",0
"Myc_1999_sas",0
"Myc_20_sas",0
"Myc_200_sas",0
"Myc_2000_sas",0
"Myc_2001_sas",1
"Myc_2002_sas",0
"Myc_2003_sas",0
"Myc_2004_sas",0
"Myc_2005_sas",0
"Myc_2006_sas",0
"Myc_2007_sas",0
"Myc_2008_sas",0
"Myc_2009_sas",0
"Myc_201_sas",0
"Myc_2010_sas",1
"Myc_2011_sas",0
"Myc_2012_sas",1
"Myc_2013_sas",1
"Myc_2014_sas",1
"Myc_2015_sas",1
"Myc_2016_sas",0
"Myc_2017_sas",0
"Myc_2018_sas",1
"Myc_2019_sas",1
"Myc_202_sas",0
"Myc_2020_sas",0
"Myc_2021_sas",0
"Myc_2022_sas",1
"Myc_2023_sas",1
"Myc_2024_sas",1
"Myc_2025_sas",1
"Myc_2026_sas",0
"Myc_2027_sas",0
"Myc_2028_sas",0
"Myc_2029_sas",0
"Myc_203_sas",0
"Myc_2030_sas",1
"Myc_2031_sas",0
"Myc_2032_sas",0
"Myc_2033_sas",0
"Myc_2034_sas",1
"Myc_2035_sas",0
"Myc_2036_sas",1
"Myc_2037_sas",0
"Myc_2038_sas",1
"Myc_2039_sas",0
"Myc_204_sas",0
